epoch,accuracy,loss,top_k_categorical_accuracy,val_accuracy,val_loss,val_top_k_categorical_accuracy
0,0.328166663646698,17.38528823852539,0.5548333525657654,0.4000000059604645,16.35811424255371,0.699999988079071
1,0.47600001096725464,16.110862731933594,0.6996666789054871,0.6666666865348816,15.575173377990723,0.800000011920929
2,0.5379999876022339,15.352431297302246,0.753333330154419,0.6333333253860474,14.974807739257812,0.7666666507720947
3,0.5709999799728394,14.66649341583252,0.7801666855812073,0.699999988079071,14.292067527770996,0.8333333134651184
4,0.5998333096504211,14.009601593017578,0.8006666898727417,0.699999988079071,13.621231079101562,0.800000011920929
5,0.6150000095367432,13.3512601852417,0.8195000290870667,0.6666666865348816,12.972152709960938,0.8666666746139526
6,0.6416666507720947,12.687664985656738,0.8346666693687439,0.6666666865348816,12.412615776062012,0.8666666746139526
0,0.43299999833106995,17.32277488708496,0.6498333215713501,0.5666666626930237,16.52960205078125,0.800000011920929
1,0.6255000233650208,15.919842720031738,0.8230000138282776,0.6666666865348816,15.474923133850098,0.8333333134651184
2,0.6761666536331177,14.742423057556152,0.8668333292007446,0.699999988079071,14.419228553771973,0.8666666746139526
3,0.731166660785675,13.600804328918457,0.8991666436195374,0.699999988079071,13.401467323303223,0.9333333373069763
4,0.7605000138282776,12.508061408996582,0.9279999732971191,0.7333333492279053,12.454296112060547,0.9333333373069763
5,0.7858333587646484,11.50644302368164,0.9281666874885559,0.699999988079071,11.608133316040039,0.9666666388511658
6,0.8143333196640015,10.54736042022705,0.9484999775886536,0.699999988079071,10.756180763244629,0.9333333373069763
7,0.8291666507720947,9.672325134277344,0.9509999752044678,0.6666666865348816,9.959498405456543,1.0
8,0.8529999852180481,8.862235069274902,0.9624999761581421,0.7333333492279053,9.261645317077637,1.0
9,0.8650000095367432,8.124510765075684,0.968999981880188,0.7333333492279053,8.731049537658691,1.0
10,0.8744999766349792,7.465089797973633,0.9704999923706055,0.7666666507720947,8.022408485412598,0.9666666388511658
11,0.8818333148956299,6.875921249389648,0.9769999980926514,0.7333333492279053,7.424534320831299,0.9666666388511658
12,0.8920000195503235,6.316773891448975,0.9781666398048401,0.7333333492279053,7.069764614105225,1.0
13,0.906166672706604,5.814668655395508,0.9833333492279053,0.7333333492279053,6.605782508850098,1.0
14,0.9151666760444641,5.375958442687988,0.98416668176651,0.7666666507720947,6.171598434448242,0.9666666388511658
15,0.9204999804496765,4.976495265960693,0.9858333468437195,0.7666666507720947,5.8184027671813965,0.9666666388511658
16,0.924833357334137,4.642675399780273,0.9888333082199097,0.800000011920929,5.423127174377441,0.9666666388511658
17,0.9290000200271606,4.329389572143555,0.9894999861717224,0.7666666507720947,5.2012434005737305,0.9666666388511658
18,0.9353333115577698,4.062788009643555,0.9883333444595337,0.800000011920929,4.876462459564209,0.9666666388511658
19,0.9446666836738586,3.80905818939209,0.9908333420753479,0.7666666507720947,4.74868631362915,1.0
20,0.9456666707992554,3.5930511951446533,0.9926666617393494,0.800000011920929,4.509692668914795,1.0
21,0.953000009059906,3.397780179977417,0.9929999709129333,0.800000011920929,4.464122295379639,1.0
22,0.9491666555404663,3.2386820316314697,0.9929999709129333,0.800000011920929,4.164944648742676,1.0
23,0.9551666378974915,3.086214303970337,0.9915000200271606,0.800000011920929,4.094524383544922,1.0
24,0.9589999914169312,2.945913314819336,0.9944999814033508,0.800000011920929,3.8687567710876465,1.0
25,0.9586666822433472,2.830488681793213,0.9918333292007446,0.800000011920929,3.783141613006592,1.0
26,0.9626666903495789,2.724759340286255,0.9946666955947876,0.7666666507720947,3.82527494430542,1.0
27,0.9618333578109741,2.623030662536621,0.9941666722297668,0.800000011920929,3.5831053256988525,0.9666666388511658
28,0.9646666646003723,2.534815549850464,0.9943333268165588,0.7666666507720947,3.6360554695129395,1.0
29,0.9678333401679993,2.446093797683716,0.9956666827201843,0.7666666507720947,3.601771354675293,1.0
30,0.9651666879653931,2.3851301670074463,0.9959999918937683,0.800000011920929,3.4852652549743652,1.0
31,0.9691666960716248,2.3098537921905518,0.9948333501815796,0.7666666507720947,3.4783804416656494,0.9666666388511658
32,0.9660000205039978,2.265350103378296,0.9955000281333923,0.7666666507720947,3.4576964378356934,0.9666666388511658
33,0.9701666831970215,2.197493076324463,0.9961666464805603,0.7666666507720947,3.376401424407959,0.9666666388511658
34,0.968999981880188,2.155130624771118,0.9941666722297668,0.7666666507720947,3.110210657119751,1.0
35,0.9711666703224182,2.104360580444336,0.9961666464805603,0.7666666507720947,3.4052350521087646,1.0
36,0.9728333353996277,2.0606024265289307,0.9950000047683716,0.7666666507720947,3.452158212661743,0.9666666388511658
